timestamp,open,high,low,close,volume,buy_volume,sell_volume
2023-08-10 00:00:00,95000.0,95025.9581294444,94994.90148579313,95000.0,88.25572409364352,46.57181798132744,41.68390611231608
2023-08-10 00:01:00,95062.88378618569,95123.08736607728,94990.77195174959,94993.07744214474,7.058624674302212,3.090806127219784,3.9678185470824285
2023-08-10 00:02:00,95050.08250936876,95101.08482915397,94946.99546460477,95025.50998843355,25.04397925620874,14.017405446458818,11.026573809749921
2023-08-10 00:03:00,95120.3215322724,95120.6572933515,95060.53070471242,95101.81827342934,70.63242163879795,36.81547186366738,33.81694977513057
2023-08-10 00:04:00,95055.70018717578,95123.62674246138,95011.16227477342,95090.08251412761,32.45610838804715,15.344222025932664,17.111886362114486
2023-08-10 00:05:00,95006.75605684081,95102.06415971849,94909.78889366501,95078.34902574863,23.1305853938847,10.247699322217214,12.882886071667487
2023-08-10 00:06:00,95067.50169017064,95190.13606755574,95063.41406270415,95157.51741142613,9.293972187464732,4.50952082246844,4.784451364996292
2023-08-10 00:07:00,95078.20072759443,95282.3949859883,95063.34162666189,95196.01390152327,6.6632341513630235,2.8961607301240186,3.767073421239005
2023-08-10 00:08:00,95134.8179542114,95213.75727556132,95040.04280986657,95172.46201569893,37.236017160091535,18.792090519685658,18.443926640405877
2023-08-10 00:09:00,95190.98790051279,95209.61478804029,95110.43840747586,95199.68087726578,67.11090455188116,34.01416167184711,33.09674288003405
2023-08-10 00:10:00,95217.21824866385,95241.62583838338,95127.40328143918,95176.43190189818,14.156027079153338,7.3743923709128865,6.781634708240452
2023-08-10 00:11:00,95089.5243145167,95161.55490778598,95063.42572449331,95153.07265414101,8.084732019166568,5.184733734629999,2.899998284536568
2023-08-10 00:12:00,95142.20569174357,95182.73393629139,95119.89971539813,95165.20785339674,2.8125790644362967,1.3764886325523762,1.4360904318839205
2023-08-10 00:13:00,95170.95359291969,95194.68018409042,95029.13273012763,95069.29284099562,9.211174745499598,5.345869492992982,3.865305252506616
2023-08-10 00:14:00,95025.22537811646,95036.76580690155,94971.69646662963,94982.90352626926,18.423182383907513,9.54996963095615,8.873212752951362
2023-08-10 00:15:00,95053.5580678869,95145.60263107295,94937.84060827567,94954.75936619619,72.29675557620882,34.77043458316225,37.52632099304658
2023-08-10 00:16:00,94890.43312056009,94936.95539093473,94881.57350861334,94904.08519967613,34.50735337282346,16.92472700354334,17.58262636928012
2023-08-10 00:17:00,94857.3660144202,94943.9522660854,94820.04192770588,94919.80478994359,25.65904383161624,12.708767562904153,12.950276268712088
2023-08-10 00:18:00,94854.71989878653,94911.52016896276,94806.62928728614,94874.38981975157,14.618593797067735,7.636481736679113,6.982112060388622
2023-08-10 00:19:00,94801.6841500485,94841.39388577455,94754.0720697242,94803.79640026082,12.643993302653206,5.351625024884619,7.2923682777685865
2023-08-10 00:20:00,94875.70925975953,94961.78675618474,94875.3802487222,94877.05728100821,62.07683934818727,23.761323708211687,38.31551563997559
2023-08-10 00:21:00,94834.91015914457,94885.28555008465,94832.05024803501,94865.76809915066,23.598558472051298,13.034517259866723,10.564041212184575
